Catalog No,Box Number,Collection,Collector/Creator,Taxon/Item,Acquisition/Donar,Date Collected,Locality,Location,State,Country,Specimen Count,Specimen Nature,Database
CAN 10077881,,Vascular Plant,"Johansen, Frits",Lomatogonium rotatum (L.) Fries ex Nyman,,,,CAN 92745 | CAN 92745-Hood R.(NU) | Bathurst Inlet. Hood River,,,1,,
CAN 509352,,Vascular Plant,"Johansen, Frits",Lomatogonium rotatum (L.) Fries ex Nyman,,,,CAN 92745 | CAN 92745-Hood R.(NU) | Bathurst Inlet. Hood River,,,1,fluid,
CMNC 1988-0225,,Crustacea,"Johansen, Frits","Saduria entomon (Linnaeus, 1758)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0225 | Johansen 1915 41y | inner harbour, Dolphin and Union Strait",,,3,fluid,
CMNPA 1900-2300,,Parasite,"Johansen, Frits","Diphyllobothrium canadense Cooper, 1921",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0225 | Johansen 1915 41y | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNFI 1958-0139.1,,Fish,"Johansen, Frits",Salvelinus alpinus (Linnaeus 1758),,,,"CMNFI 1958-0139 | Johansen-30 Aug 1915-CMNFI 58-0139.1 | Bernard Harbour, inner Harbour, Dolphin and Union Strait",,,3,fluid,
CMNI 1900-1403,,General Invertebrate,"Johansen, Frits",Cyanea arctica Peron & Lesueur,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,Johansen 1915 42a | Johansen 1915 42a | inner harbour; Dolphin and Union Strait,,,1,fluid,
CMNC 1989-0280,,Crustacea,"Johansen, Frits","Lebbeus polaris (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0280 | Johansen 1915 42e | inner harbour, Dolphin and Union Strait",,,4,,
CMNFI 1958-0094.1,,Fish,"Johansen, Frits",Ammodytes hexapterus Pallas 1814,,,,"CMNFI 1958-0094 | JOHANSEN-3 SEP 1915-CMNFI 58-0094.1 | Bernard Harbour, Dolphin and Union Strait",,,2,fluid,
CMNPA 1900-0522,,Parasite,"Johansen, Frits","Porrocaecum Railliet & Henry, 1912",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNPA 1900-0572 - A | Johansen 1915 42 | from lake,,,1,dry,
CMNPA 1900-0748,,Parasite,"Johansen, Frits","Diphyllobothrium lanceolatum (Krabbe, 1865)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0280 | Johansen 1915 42e | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNPA 1900-0767,,Parasite,"Johansen, Frits","Pyramicocephalus phocarum (Fabricius, 1780)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0280 | Johansen 1915 42e | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNC 2004-3954,,Crustacea,"Johansen, Frits","Sabinea septemcarinata (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0280 | Johansen 1915 42e | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNC 2004-4634,,Crustacea,"Johansen, Frits","Sclerocrangon boreas (Phipps, 1774)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0280 | Johansen 1915 42e | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNFI 1958-0138.1,,Fish,"Johansen, Frits",Coregonus autumnalis (Pallas 1776),,,,"CMNFI 1958-0138 | JOHANSEN-5 SEP 1915-CMNFI 58-0138.1 | Bernard Harbour, inner Harbour, Dolphin and Union Strait",,,1,fluid,
CMNI 1989-0235,,General Invertebrate,"Johansen, Frits",Molgula griffithsii (MacLeay 1825),[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNI 1989-1203,,General Invertebrate,"Johansen, Frits",Ophiocten sericeum (Forbes 1852),[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNI 1900-0627,,General Invertebrate,"Johansen, Frits","Bicellariella ciliata (Linnaeus, 1758)",,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNI 1900-0635,,General Invertebrate,"Johansen, Frits","Callopora craticula (Alder, 1856)",,,,CMNI 1900-0635 | Johansen-19150913 | Dolphin & Union Strait,,,1,,
CMNI 1900-0639,,General Invertebrate,"Johansen, Frits",Crisia denticulata,,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNI 1900-0637,,General Invertebrate,"Johansen, Frits",Cystisella saccata (Busk 1856),,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,dry; fluid,
CMNI 1900-0638,,General Invertebrate,"Johansen, Frits",Idmidronea atlantica (Forbes in Johnston 1847),,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNI 1900-0618,,General Invertebrate,"Johansen, Frits",Menipea smitti,,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNI 1900-0636,,General Invertebrate,"Johansen, Frits",Pseudoflustra solida (Stimpson 1854),,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,dry,
CMNI 1900-0640,,General Invertebrate,"Johansen, Frits","Phidolopora elongata (Smitt, 1866)",,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNML 020268,,Mollusc,"Johansen, Frits","Margarites costalis (Gould, 1841)",,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNML 004235,,Mollusc,"Johansen, Frits","Similipecten greenlandicus (G.B. Sowerby II, 1842)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,3,fluid,
CMNML 004236,,Mollusc,"Johansen, Frits","Similipecten greenlandicus (G.B. Sowerby II, 1842)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNML 004240,,Mollusc,"Johansen, Frits","Macoma moesta (Deshayes, 1855)",,,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNML 040576,,Mollusc,"Johansen, Frits","Macoma moesta (Deshayes, 1855)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,,
CMNML 004235.1,,Mollusc,"Johansen, Frits","Similipecten greenlandicus (G.B. Sowerby II, 1842)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,2,fluid,
CMNC 1991-0213,,Crustacea,"Johansen, Frits","Munnopsis typica M. Sars, 1861",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,6,fluid,
CMNC 2004-3958,,Crustacea,"Johansen, Frits","Sabinea septemcarinata (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,2,fluid,
CMNI 1900-0334,,General Invertebrate,"Johansen, Frits","Polymastia grimaldii (Topsent, 1913)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNI 1989-0235 | Johansen 1915 43a | NE of Cockburn Pt.,,,1,fluid,
CMNC 1988-0494,,Crustacea,"Johansen, Frits","Spirontocaris phippsii (Krøyer, 1841)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,2,dry,
CMNC 1989-0273,,Crustacea,"Johansen, Frits","Lebbeus polaris (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,dry,
CMNC 1989-0284,,Crustacea,"Johansen, Frits",Spirontocaris arcuata,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,dry,
CMNFI 1958-0119.1,,Fish,"Johansen, Frits",Boreogadus saida (Lepechin 1774),,,,"CMNFI 1958-0119 | JOHANSEN-14 SEP 1915-CMNFI 58-0119.1 | Stapylton Bay, Dolphin and Union Strait",,,1,dry,
CMNI 1989-0328,,General Invertebrate,"Johansen, Frits",Cnemidocarpa rhizopus (Redikorzev 1907),,,,CMNI 1989-0328 | Johansen-19150914 | Dolphin & Union Strait,,,1,dry,
CMNI 1989-0329,,General Invertebrate,"Johansen, Frits",Cnemidocarpa rhizopus (Redikorzev 1907),,,,CMNI 1989-0329 | Johansen-19150914 | Dolphin & Union Strait,,,1,fluid,
CMNI 1989-0330,,General Invertebrate,"Johansen, Frits",Dendrodoa,,,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,fluid,
CMNI 1989-0862,,General Invertebrate,"Johansen, Frits",Leptasterias groenlandica (Steenstrup 1857),[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,dry,
CMNI 1989-0865,,General Invertebrate,"Johansen, Frits",Leptasterias arctica (Murdoch 1885),[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,fluid,
CMNI 1989-0866,,General Invertebrate,"Johansen, Frits",Leptasterias dispar,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,fluid,
CMNI 1989-0946,,General Invertebrate,"Johansen, Frits",Urasterias lincki (Muller & Troschel 1842),[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,1,fluid,
CMNI 1900-0621,,General Invertebrate,"Johansen, Frits",Tegella arctica (d'Orbigny 1851),,,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,fluid,
CMNI 1900-0617,,General Invertebrate,"Johansen, Frits","Dendrobeania murrayana (Bean, in Johnston 1847)",,,,CMNI 1900-0617 | Johansen-19150914 | Bernard Harbour,,,1,fluid,
CMNI 1900-0626,,General Invertebrate,"Johansen, Frits",Dendrobeania murrayana quadridentata (Loven,,,,CMNI 1900-0626 | Johansen-19150914 | Dolphin & Union Strait,,,1,fluid,
CMNI 1900-0620,,General Invertebrate,"Johansen, Frits","Eucratea loricata (Linnaeus, 1758)",,,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,fluid,
CMNC 1986-0607,,Crustacea,"Johansen, Frits","Mysis litoralis (Banner, 1948)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,2,fluid,
CMNC 2004-1178,,Crustacea,"Johansen, Frits","Acanthostepheia malmgreni (Goës, 1866)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,1,,
CMNC 2004-2188,,Crustacea,"Johansen, Frits","Arrhis phyllonyx (Sars, 1858)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,1,fluid,
CMNC 2004-3158,,Crustacea,"Johansen, Frits","Lebbeus groenlandicus (Fabricius, 1775)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,,
CMNC 2004-3278,,Crustacea,"Johansen, Frits","Eualus belcheri (Bell, 1855)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,1,,
CMNC 2004-3538,,Crustacea,"Johansen, Frits","Eualus fabricii (Krøyer, 1841)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,12,skin / peau,
CMNC 2004-3942,,Crustacea,"Johansen, Frits","Sabinea septemcarinata (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1986-0607 | Johansen 1915 43b | N off, Dolphin and Union Strait",,,4,fluid,
CMNC 2004-4635,,Crustacea,"Johansen, Frits","Sclerocrangon boreas (Phipps, 1774)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1988-0494 | Johansen 1915 43c | N off, Dolphin and Union Strait",,,1,,
CMNFI 1958-0082.1,,Fish,"Johansen, Frits",Myoxocephalus quadricornis (Linnaeus 1758),,,,"CMNFI 1958-0082 | JOHANSEN-18 SEP 1915 | inner Harbour, off beach, Dolphin and Union Strait; Salinity: Salt",,,4,fluid,
CMNPA 1900-0537,,Parasite,"Johansen, Frits","Thynnascaris angulata (Rudolphi, 1802)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNPA 1900-0537 | Johansen 1915 42g | inner harbour, Dolphin and Union Strait",,,1,fluid,
CMNA 1900-8295,,Annelid,"Johansen, Frits",Malmiana scorpii Malm 1863,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,Johansen 1915 42m | Johansen 1915 42m | inner harbour,,,2,fluid,
CMNFI 1958-0101.1,,Fish,"Johansen, Frits",Myoxocephalus quadricornis (Linnaeus 1758),,,,"CMNFI 1958-0101 | JOHANSEN-22 SEP 1915-CMNFI 58-0101.1 | Bernard Harbour, inner Harbour, Dolphin and Union Strait",,,2,fluid,
CMNAV 9967,,Bird,"Johansen, Frits",Setophaga palmarum,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNAV 9967 | Johansen-28 Sep 1915 | LOCNM: Bernard Harbour, Dolphin & Union Strait",,,1,fluid,
CMNC 1981-0309,,Crustacea,"Johansen, Frits",Gammarus lacustris limnaeus,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 1981-0309 | Johansen 1915 42r | big lake at,,,1,,
CMNFI 1958-0140.1,,Fish,"Johansen, Frits",Salvelinus alpinus (Linnaeus 1758),,,,"CMNFI 1958-0140 | JOHANSEN-1 OCT 1915 | Large lake at Bernard Harbour, Dolphin and Union Strait",,,3,,
CMNPA 1900-0507,,Parasite,"Johansen, Frits","Eubothrium salvelini (Schrank, 1790)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 1981-0309 | Johansen 1915 42r | big lake at,,,1,fluid,
CMNPA 1900-0570,,Parasite,"Johansen, Frits","Echinorhynchus leidyi Van Cleave, 1924",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 1981-0309 | Johansen 1915 42r | big lake at,,,1,fluid,
CMNPA 1900-0757,,Parasite,"Johansen, Frits","Diphyllobothrium Cobbold, 1858",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 1981-0309 | Johansen 1915 42r | big lake at,,,1,fluid,
CMNPA 1900-2301,,Parasite,"Johansen, Frits","Proteocephalus arcticus Cooper, 1921",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 1981-0309 | Johansen 1915 42r | big lake at,,,1,,
CMNPA 1900-0764,,Parasite,"Johansen, Frits","Orthosplanchnus arcticus Odhner, 1905",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNPA 1900-0764 | Johansen 1915 42t | off, Dolphin and Union Strait",,,1,alc. whole,
CMNC 1989-0211,,Crustacea,"Johansen, Frits","Lebbeus groenlandicus (Fabricius, 1775)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0211 | Johansen 1915 42u | off, Dolphin and Union Strait",,,3,,
CMNC 1989-0268,,Crustacea,"Johansen, Frits","Lebbeus polaris (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0211 | Johansen 1915 42u | off, Dolphin and Union Strait",,,2,,
CMNC 1989-0241,,Crustacea,"Johansen, Frits","Spirontocaris phippsii (Krøyer, 1841)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0211 | Johansen 1915 42u | off, Dolphin and Union Strait",,,1,dry,
CMNC 1989-0246,,Crustacea,"Johansen, Frits","Spirontocaris spinus (Sowerby, 1805 [in Sowerby, 1804-1806])",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0211 | Johansen 1915 42u | off, Dolphin and Union Strait",,,2,dry,
CMNC 2004-3927,,Crustacea,"Johansen, Frits","Sabinea septemcarinata (Sabine, 1824)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1989-0211 | Johansen 1915 42u | off, Dolphin and Union Strait",,,5,,
CANL 10000752,,Lichen,"Johansen, Frits",Alectoria ochroleuca (Hoffm.) A. Massal. Alectoria ochroleuca (Hoffm.) A. Massal.,,,,"L 16473 | L 16473: NWT, Coppermine River | Coppermine River.",,,1,alc. whole,
CMNMA 4994,,Mammal,"Johansen, Frits",Rangifer tarandus,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNMA 4994 | Johansen-22 MAR 1916 | Richardson Island, Wollaston Penninsula, Victoria Island",,,1,,
CANM 197344,,Bryophyte,"Johansen, Frits",Didymodon johansenii (Williams) Crum Didymodon johansenii (Williams) Crum,,,,"CANM 197344 | Johansen-1916-03-25 | Wollaston Land, Murray Point",,,1,tanned skin,
CANL 10002100,,Lichen,"Johansen, Frits",Caloplaca cerina (Hedw.) Th. Fr. Caloplaca jungermanniae (Vahl) Th. Fr. Caloplaca cerina (Hedw.) Th. Fr.,,,,CANL 17779 | CANL 17779 - Wollaston (NU) | Wollaston land,,,1,dry,
CMNML 004359,,Mollusc,"Johansen, Frits Canadian Arctic Expedition, Northern Party","Astarte borealis (Schumacher, 1817)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,FJ 1916-04-01 Lady Franklin Point | FJ 1916-04-01 Lady Franklin Point | Lady Franklin Point. Beach.,,,1,,
CMNML 004353,,Mollusc,"Johansen, Frits Canadian Arctic Expedition, Northern Party","Astarte borealis (Schumacher, 1817)",,,,"FJ 1916-04-04 Sta. 47c | FJ 1916-04-04 Sta. 47c | Dolphin and Union Strait, NW. (Beach)",,,1,,
CMNAV 9966,,Bird,"Johansen, Frits",Lagopus lagopus,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNAV 9966 | Johansen-05 Apr 1916 | LOCNM: Cache Point, Victoria Island (opp Lambert Island)",,,1,fluid,
CMNMA 4995,,Mammal,"Johansen, Frits",Rangifer tarandus,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNMA 4995 | Johansen-7 APR 1916 | Bernard Harbour, Dolphin and Union Strait",,,1,"alc. body, see remarks",
CANM 127625,,Bryophyte,"Johansen, Frits",Bryoerythrophyllum recurvirostrum (Hedw.) Chen,,,,CANM 127625 | CANM 127625-Sutter I.(NU) | Dolphin & Union Strait,,,1,"alc. body, see remarks",
CMNMA 5002,,Mammal,"Johansen, Frits",Pusa hispida,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNMA 5002 | Johansen-1 MAY 1916 | east of Chantry Is., Dolphin and Union Strait",,,1,dry,
CMNML 006522,,Mollusc,"Johansen, Frits","Sphaerium nitidum Clessin in Westerlund, 1876",,,,FJ 1916-05-06 Bernard Harbor | FJ 1916-05-06 Bernard Harbor | Near Bernard Harbor,,,1,,
CANM 128728,,Bryophyte,"Johansen, Frits","Didymodon asperifolius (Mitt.) Crum, Steere & Anders. Didymodon asperifolius (Mitt.) Crum, Steere & Anders.",,,,CANM 128728 | CANM 128728-Bernard Hbr(NU) | Valley back from harbour,,,1,,
CANM 133137,,Bryophyte,"Johansen, Frits",Syntrichia ruralis (Hedwig) F. Weber & D. Mohr,,,,CANM 133137 | CANM 133137-Bernard Harbour(NU) | Valley back of harbour,,,1,,
CMNPA 1900-0565,,Parasite,"Johansen, Frits","Echinorhynchus gadi Zoega in O.F. Müller, 1776",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNPA 1900-0565 | Johansen 1916 48b,c | Bathurst Inlet",,,1,,
CMNMA 4999,,Mammal,"Johansen, Frits",Spermophilus parryii parryii,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNMA 4999 | Johansen-20 MAY 1916 | Bernard Harbour, Dolphin and Union Strait",,,1,,
CMNMA 5000,,Mammal,"Johansen, Frits",Spermophilus parryii,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNMA 5000 | Johansen-20 MAY 1916 | Bernard Harbour, Dolphin and Union Strait",,,1,slide,
CMNFI 1958-0125.1,,Fish,"Johansen, Frits",Pungitius pungitius (Linnaeus 1758),,,,CMNFI 1958-0125 | JOHANSEN-29 MAY 1916-CMNFI 58-0125.1 | River outflow into bay East of Bernard Harbour,,,1,slide,
CANA 4083,,Alga,"Johansen, Frits",Prasiola johanseni Collins Prasiola johanseni Collins,,,,"CANA 4083 | CANA 4083: NWT, Bernard Harbour | E end of island forming N side of Bernard Harbour.",,,1,,
CANA 788,,Alga,"Johansen, Frits",Prasiola johanseni Collins Prasiola johanseni Collins,,,,"CANA 788 | CANA 788: NWT, Bernard Harbour | Bernard Harbour.",,,1,fluid,
CMNFI 1958-0099.1,,Fish,"Johansen, Frits",Pungitius pungitius (Linnaeus 1758),,,,CMNFI 1958-0099 | Johansen-13 Jun 1916 | lake at Bernard Harbour; Dolphin and Union Strait,,,2,fluid,
CMNA 1900-8296,,Annelid,"Johansen, Frits",Malmiana scorpii Malm 1863,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,Johansen 1916 49g | Johansen 1916 49g | inner harbour; Dolphin and Union Strait,,,5,,
CMNFI 1958-0088.1,,Fish,"Johansen, Frits unknown collector",Myoxocephalus scorpius (Linnaeus 1758),,,,CMNFI 1958-0088 | Johansen-15 JUN 1916 | Dolphin and Union Strait; Salinity: Salt,,,3,,
CMNPA 1900-1757,,Parasite,"Johansen, Frits","Profilicollis arcticus (Van Cleave, 1920)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNPA 1900-1757 - A | Johansen 1916 49 | creeks and ponds SE of,,,1,"skeletal, whole skull",
CMNPA 1900-1758,,Parasite,"Johansen, Frits","Profilicollis arcticus (Van Cleave, 1920)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNPA 1900-1757 - A | Johansen 1916 49 | creeks and ponds SE of,,,1,,
CMNPA 1900-2288,,Parasite,"Johansen, Frits","Profilicollis arcticus (Van Cleave, 1920)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNPA 1900-1757 - A | Johansen 1916 49 | creeks and ponds SE of,,,3,dry,
CMNC 2004-1109,,Crustacea,"Johansen, Frits","Acanthostepheia behringiensis (Lockington, 1877)",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 2004-1109 | Johansen 1916 49f | inner harbour; Dolphin and Union Strait,,,2,"2-5 gal jar, parasite note, male(s), female(s), pa",
CMNC 2004-1566,,Crustacea,"Johansen, Frits","Monoculodes Stimpson, 1853",[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,CMNC 2004-1109 | Johansen 1916 49f | inner harbour; Dolphin and Union Strait,,,1,,
CMNC 1984-0388,,Crustacea,"Johansen, Frits",Salmincola californiensis,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1984-0389 | Johansen 1916 49m | mouth of fishing creek 6 miles E of, Dolphin and Union Strait",,,7,fluid,
CMNC 1984-0389,,Crustacea,"Johansen, Frits",Salmincola californiensis,[1916-056] Canadian Arctic Expedition:donor (staff field trip),,,"CMNC 1984-0389 | Johansen 1916 49m | mouth of fishing creek 6 miles E of, Dolphin and Union Strait",,,15,fluid,
CMNFI 1958-0079.1,,Fish,"Johansen, Frits",Salvelinus alpinus (Linnaeus 1758),,,,"CMNFI 1958-0079 | JOHANSEN-20 JUN 1916 | Mouth of Fishing Creek, East of Bernard Harbour; Salinity: Brackish",,,1,fluid,
CMNFI 1958-0066.1,,Fish,"Johansen, Frits",Pungitius pungitius (Linnaeus 1758),,,,"CMNFI 1958-0066 | Johansen-24 Jun 1916 | lake opposite and E. of Bernard Harbour, Dolphin and Union Strait",,,7,fluid,
